,template,entry_id,mechanism_id
285,[C&D3&v4&H1&0*&R&z3:1](-[O&D2&v2&H0&0*&!R:2]~[*:3](~[O&D1&v2&H1&0*&!R:4])~[*:5]~[*:6](~[O&D1&v2&H1&0*&!R:7])~[O&D1&v2&H1&0*&!R:8])~[*:9](~[O&D1&v2&H1&0*&!R:10])~[*:11]~[O&D1&v2&H1&0*&!R:12].[n&D2&v3&H1&0*&R:13]>>[*:3](~[O&D1&v2&H1&0*&!R:2])(~[O&D1&v2&H1&0*&!R:4])~[*:5]~[*:6](~[O&D1&v2&H1&0*&!R:7])~[O&D1&v2&H1&0*&!R:8].[n&D3&v3&H0&0*&R:13]-[C&D3&v4&H1&0*&R&z3:1]~[*:9](~[*:11]~[O&D1&v2&H1&0*&!R:12])~[O&D1&v2&H1&0*&!R:10],"[802, 802]","[1, 2]"
286,[C&D3&v4&H0&0*&R&z0:1]1=[C&D2&v4&H1&0*&R&z1:2]-[N&D3&v3&H0&0*&R:3]-[C&D2&v4&H1&0*&R&z1:4]=[C&D2&v4&H1&0*&R&z0:5]-[C&D2&v4&H2&0*&R&z0:6]-1.[O&D2&v2&H0&0*&!R:7]-[C&D3&v4&H0&0*&!R&z2:8]=[O&D1&v2&H0&0*&!R:9]>>[C&D2&v4&H1&0*&!R&z1:8]=[O&D1&v2&H0&0*&!R:9].[O&D1&v2&H1&0*&!R:7].[c&D3&v4&H0&0*&R&z0:1]1:[c&D2&v4&H1&0*&R&z0:6]:[c&D2&v4&H1&0*&R&z0:5]:[c&D2&v4&H1&0*&R&z1:4]:[n&D3&v4&H0&+&R:3]:[c&D2&v4&H1&0*&R&z1:2]:1,[804],[1]
287,[C&D4&v4&H0&0*&R&z2:1]-[O&D2&v2&H0&0*&!R:2]-[P&D4&v5&H0&0*&!R:3]=[O&D1&v2&H0&0*&!R:4].[O&D0&v2&H2&0*&!R:5]>>[C&D4&v4&H0&0*&R&z2:1]-[O&D1&v2&H1&0*&!R:5].[O&D1&v2&H0&0*&!R:4]=[P&D4&v5&H0&0*&!R:3]-[O&D1&v2&H1&0*&!R:2],[810],[1]
288,[C&D3&v4&H1&0*&R&z2:1]-[O&D2&v2&H0&0*&!R:2]~[*:3]~[O&D1&v2&H1&0*&!R:4].[P&D4&v5&H0&0*&!R:5]-[O&D2&v2&H0&0*&!R:6]~[*:7]~[O&D2&v2&H0&0*&!R:8]-[P&D4&v5&H0&0*&!R:9]-[O&D1&v2&H1&0*&!R:10]>>[*:3](~[O&D1&v2&H1&0*&!R:4])~[O&D2&v2&H0&0*&!R:2]-[P&D4&v5&H0&0*&!R:9]-[O&D1&v2&H1&0*&!R:10].[C&D3&v4&H1&0*&R&z2:1]-[O&D2&v2&H0&0*&!R:8]~[*:7]~[O&D2&v2&H0&0*&!R:6]-[P&D4&v5&H0&0*&!R:5],[811],[1]
289,[O&D0&v2&H2&0*&!R:1].([O&D2&v2&H0&0*&R:2]-[C&D3&v4&H1&0*&R&z2:3]-[O&D1&v2&H1&0*&!R:4].[P&D4&v5&H0&0*&!R:5](=[O&D1&v2&H0&0*&!R:6])(-[O&D1&v2&H1&0*&!R:7])-[O&D2&v2&H0&0*&!R:8]-[P&D4&v5&H0&0*&!R:9]=[O&D1&v2&H0&0*&!R:10])>>([O&D1&v2&H0&0*&!R:4]=[C&D2&v4&H1&0*&!R&z1:3].[O&D1&v2&H1&0*&!R:2].[P&D4&v5&H0&0*&!R:9](=[O&D1&v2&H0&0*&!R:10])-[O&D1&v2&H1&0*&!R:8]).[P&D4&v5&H0&0*&!R:5](=[O&D1&v2&H0&0*&!R:6])(-[O&D1&v2&H1&0*&!R:1])-[O&D1&v2&H1&0*&!R:7],[823],[1]
290,[N&D1&v3&H2&0*&!R:1].[n&D3&v4&H0&+&R:2]-[C&D3&v4&H1&0*&R&z2:3]>>[N&D2&v3&H1&0*&!R:1]-[C&D3&v4&H1&0*&R&z2:3].[n&D2&v3&H0&0*&R:2],"[824, 824]","[1, 2]"
291,[*:1](~[*:2]~[C&D3&v4&H1&0*&R&z2:3]-[O&D2&v2&H0&0*&!R:4])~[*:5]~[O&D1&v2&H1&0*&!R:6].[C&D3&v4&H1&0*&R&z3:7](-[O&D2&v2&H0&0*&!R:8])~[*:9]~[*:10]~[*:11]~[O&D1&v2&H1&0*&!R:12]>>[C&D3&v4&H1&0*&R&z3:7](-[O&D2&v2&H0&0*&!R:6]~[*:5]~[*:1]~[*:2]~[C&D3&v4&H1&0*&R&z2:3]-[O&D2&v2&H0&0*&!R:4])~[*:9]~[*:10]~[*:11]~[O&D1&v2&H1&0*&!R:12].[O&D1&v2&H1&0*&!R:8],[826],[1]
292,[C&D4&v4&H0&0*&R&z2:1]-[O&D2&v2&H0&0*&!R:2].[O&D0&v2&H2&0*&!R:3]>>[C&D4&v4&H0&0*&R&z2:1]-[O&D1&v2&H1&0*&!R:3].[O&D1&v2&H1&0*&!R:2],"[827, 829]","[1, 2]"
293,[C&D3&v4&H1&0*&R&z1:1]-[O&D2&v2&H0&0*&!R:2]-[C&D4&v4&H0&0*&R&z2:3].[O&D0&v2&H2&0*&!R:4]>>[C&D3&v4&H1&0*&R&z1:1]-[O&D1&v2&H1&0*&!R:4].[C&D4&v4&H0&0*&R&z2:3]-[O&D1&v2&H1&0*&!R:2],"[828, 835]","[1, 1]"
294,[C&D4&v4&H0&0*&R&z3:1](-[O&D2&v2&H0&0*&!R:2])(~[*:3]~[O&D1&v2&H1&0*&!R:4])-[O&D2&v2&H0&0*&R:5].[O&D0&v2&H2&0*&!R:6]>>[C&D4&v4&H0&0*&R&z3:1](-[O&D1&v2&H1&0*&!R:6])(~[*:3]~[O&D1&v2&H1&0*&!R:4])-[O&D2&v2&H0&0*&R:5].[O&D1&v2&H1&0*&!R:2],[829],[1]
295,[C&D4&v4&H0&0*&R&z3:1](-[O&D2&v2&H0&0*&!R:2])~[*:3]~[O&D1&v2&H1&0*&!R:4].[O&D0&v2&H2&0*&!R:5]>>[C&D4&v4&H0&0*&R&z3:1](-[O&D1&v2&H1&0*&!R:5])~[*:3]~[O&D1&v2&H1&0*&!R:4].[O&D1&v2&H1&0*&!R:2],[829],[3]
296,[O&D0&v2&H2&0*&!R:1].[O&D2&v2&H0&0*&!R:2]-[P&D4&v5&H0&0*&!R:3]-[O&D2&v2&H0&0*&!R:4]-[C&D3&v4&H1&0*&R&z2:5]~[*:6]~[O&D1&v2&H1&0*&!R:7]>>[*:6](~[O&D1&v2&H1&0*&!R:7])~[C&D3&v4&H1&0*&R&z2:5]-[O&D1&v2&H1&0*&!R:1].[O&D2&v2&H0&0*&!R:2]-[P&D4&v5&H0&0*&!R:3]-[O&D1&v2&H1&0*&!R:4],[832],[1]
297,[C&D3&v4&H1&0*&R&z2:1]-[O&D1&v2&H1&0*&!R:2].[c&D3&v4&H0&0*&R&z0:3]1:[c&D2&v4&H1&0*&R&z0:4]:[c&D2&v4&H1&0*&R&z0:5]:[c&D2&v4&H1&0*&R&z1:6]:[n&D3&v4&H0&+&R:7]:[c&D2&v4&H1&0*&R&z1:8]:1>>[C&D3&v4&H0&0*&R&z0:3]1=[C&D2&v4&H1&0*&R&z1:8]-[N&D3&v3&H0&0*&R:7]-[C&D2&v4&H1&0*&R&z1:6]=[C&D2&v4&H1&0*&R&z0:5]-[C&D2&v4&H2&0*&R&z0:4]-1.[O&D1&v2&H0&0*&!R:2]=[C&D3&v4&H0&0*&R&z2:1],[843],[1]
298,[O&D0&v2&H2&0*&!R:1].[P&D4&v5&H0&0*&!R:2](=[O&D1&v2&H0&0*&!R:3])-[O&D2&v2&H0&0*&!R:4]~[*:5](~[O&D1&v2&H0&0*&!R:6])~[*:7]~[*:8]~[O&D1&v2&H0&0*&!R:9]>>[O&D1&v2&H0&0*&!R:6]~[*:5](~[O&D1&v2&H1&0*&!R:4])~[*:7]~[*:8]~[O&D1&v2&H0&0*&!R:9].[P&D4&v5&H0&0*&!R:2](=[O&D1&v2&H0&0*&!R:3])-[O&D1&v2&H1&0*&!R:1],[844],[1]
299,[*:1](~[O&D1&v2&H1&0*&!R:2])~[C&D3&v4&H0&0*&!R&z2:3](=[O&D1&v2&H0&0*&!R:4])-[C&D2&v4&H2&0*&!R&z0:5]-[C&D3&v4&H1&0*&!R&z1:6]-[O&D1&v2&H1&0*&!R:7]>>[C&D1&v4&H3&0*&!R&z0:5]-[C&D3&v4&H0&0*&!R&z2:3](=[O&D1&v2&H0&0*&!R:4])~[*:1]~[O&D1&v2&H1&0*&!R:2].[O&D1&v2&H0&0*&!R:7]=[C&D2&v4&H1&0*&!R&z1:6],[846],[1]
300,[C&D2&v4&H2&0*&R&z1:1]1-[C&D2&v4&H2&0*&R&z1:2]-[O&D2&v2&H0&0*&R:3]-1.[O&D0&v2&H2&0*&!R:4]>>[O&D1&v2&H1&0*&!R:3]-[C&D2&v4&H2&0*&!R&z1:2]-[C&D2&v4&H2&0*&!R&z1:1]-[O&D1&v2&H1&0*&!R:4],[847],[1]
301,[N&D1&v3&H2&0*&!R:1]-[C&D3&v4&H1&0*&!R&z1:2]-[C&D2&v4&H2&0*&!R&z1:3]-[S&D1&v2&H1&0*&!R:4].[S&D1&v2&H1&0*&!R:5]>>[C&D1&v4&H3&0*&!R&z0:3]-[C&D3&v4&H1&0*&!R&z1:2]-[N&D1&v3&H2&0*&!R:1].[S&D2&v2&H0&0*&!R:5]-[S&D1&v2&H1&0*&!R:4],"[855, 855]","[2, 1]"
302,[O&D0&v2&H2&0*&!R:1].[O&D1&v2&H0&0*&!R:2]=[P&D4&v5&H0&0*&!R:3]-[O&D2&v2&H0&0*&!R:4]-[C&D3&v4&H1&0*&R&z1:5]>>[C&D3&v4&H1&0*&R&z1:5]-[O&D1&v2&H1&0*&!R:1].[O&D1&v2&H0&0*&!R:2]=[P&D4&v5&H0&0*&!R:3]-[O&D1&v2&H1&0*&!R:4],[856],[1]
303,[C&D1&v4&H2&0*&!R&z0:1]=[C&D3&v4&H0&0*&!R&z2:2](-[O&D2&v2&H0&0*&!R:3]-[P&D4&v5&H0&0*&!R:4]-[O&D1&v2&H1&0*&!R:5])~[*:6]~[O&D1&v2&H1&0*&!R:7].[O&D0&v2&H2&0*&!R:8].[O&D1&v2&H0&0*&!R:9]=[C&D2&v4&H0&0*&!R&z2:10]=[O&D1&v2&H0&0*&!R:11]>>[O&D1&v2&H0&0*&!R:11]=[C&D3&v4&H0&0*&!R&z2:10](-[O&D1&v2&H1&0*&!R:9])-[C&D2&v4&H2&0*&!R&z0:1]-[C&D3&v4&H0&0*&!R&z2:2](=[O&D1&v2&H0&0*&!R:3])~[*:6]~[O&D1&v2&H1&0*&!R:7].[P&D4&v5&H0&0*&!R:4](-[O&D1&v2&H1&0*&!R:8])-[O&D1&v2&H1&0*&!R:5],[857],[1]
304,([O&D1&v2&H0&0*&!R:1]=[C&D3&v4&H0&0*&R&z2:2]-[O&D2&v2&H0&0*&R:3].[O&D1&v2&H1&0*&!R:4])>>([O&D1&v2&H0&0*&!R:1]=[C&D3&v4&H0&0*&R&z2:2]-[O&D2&v2&H0&0*&R:4].[O&D1&v2&H1&0*&!R:3]),[861],[1]
305,[*:1](~[O&D1&v2&H1&0*&!R:2])~[*:3]~[*:4](~[O&D1&v2&H1&0*&!R:5])~[O&D2&v2&H0&0*&!R:6]-[P&D4&v5&H0&0*&!R:7]-[O&D1&v2&H1&0*&!R:8].[C&D3&v4&H0&0*&!R&z2:9](-[O&D1&v2&H1&0*&!R:10])-[C&D2&v4&H2&0*&!R&z0:11]-[C&D3&v4&H0&0*&!R&z2:12](=[O&D1&v2&H0&0*&!R:13])~[*:14]~[O&D1&v2&H1&0*&!R:15]>>[*:1](~[O&D1&v2&H1&0*&!R:2])~[*:3]~[*:4](~[O&D1&v2&H1&0*&!R:6])~[O&D1&v2&H1&0*&!R:5].[C&D1&v4&H2&0*&!R&z0:11]=[C&D3&v4&H0&0*&!R&z2:12](-[O&D2&v2&H0&0*&!R:13]-[P&D4&v5&H0&0*&!R:7]-[O&D1&v2&H1&0*&!R:8])~[*:14]~[O&D1&v2&H1&0*&!R:15].[O&D1&v2&H0&0*&!R:10]=[C&D2&v4&H0&0*&!R&z2:9],[863],[1]
306,[C&D3&v4&H1&0*&!R&z0:1](-[C&D2&v4&H1&0*&!R&z0:2]=[C&D2&v4&H1&0*&!R&z0:3]-[C&D3&v4&H0&0*&!R&z1:4]=[O&D1&v2&H0&0*&!R:5])-[C&D3&v4&H0&0*&!R&z2:6]=[O&D1&v2&H0&0*&!R:7]>>[C&D3&v4&H0&0*&!R&z0:1](=[C&D2&v4&H1&0*&!R&z0:2]-[C&D2&v4&H1&0*&!R&z0:3]=[C&D3&v4&H0&0*&!R&z1:4]-[O&D1&v2&H1&0*&!R:5])-[C&D3&v4&H0&0*&!R&z2:6]=[O&D1&v2&H0&0*&!R:7],[874],[1]
307,[C&D3&v4&H0&0*&!R&z2:1](-[O&D1&v2&H1&0*&!R:2])-[C&D3&v4&H1&0*&!R&z1:3]-[C&D3&v4&H1&0*&!R&z1:4]-[O&D1&v2&H1&0*&!R:5].[c&D3&v4&H0&0*&R&z0:6]1:[c&D2&v4&H1&0*&R&z0:7]:[c&D2&v4&H1&0*&R&z0:8]:[c&D2&v4&H1&0*&R&z1:9]:[n&D3&v4&H0&+&R:10]:[c&D2&v4&H1&0*&R&z1:11]:1>>[C&D3&v4&H0&0*&R&z0:6]1=[C&D2&v4&H1&0*&R&z1:11]-[N&D3&v3&H0&0*&R:10]-[C&D2&v4&H1&0*&R&z1:9]=[C&D2&v4&H1&0*&R&z0:8]-[C&D2&v4&H2&0*&R&z0:7]-1.[O&D1&v2&H0&0*&!R:2]=[C&D2&v4&H0&0*&!R&z2:1].[O&D1&v2&H0&0*&!R:5]=[C&D3&v4&H0&0*&!R&z1:4]-[C&D2&v4&H2&0*&!R&z1:3],[889],[1]
308,[C&D3&v4&H0&0*&!R&z1:1](=[O&D1&v2&H0&0*&!R:2])-[C&D4&v4&H0&0*&!R&z2:3](-[C&D1&v4&H3&0*&!R&z0:4])(-[O&D1&v2&H1&0*&!R:5])~[*:6]~[O&D1&v2&H1&0*&!R:7].[C&D3&v4&H0&0*&R&z0:8]1=[C&D2&v4&H1&0*&R&z1:9]-[N&D3&v3&H0&0*&R:10]-[C&D2&v4&H1&0*&R&z1:11]=[C&D2&v4&H1&0*&R&z0:12]-[C&D2&v4&H2&0*&R&z0:13]-1>>[C&D1&v4&H3&0*&!R&z0:4]-[C&D4&v4&H0&0*&!R&z1:1](-[O&D1&v2&H1&0*&!R:2])-[C&D3&v4&H1&0*&!R&z2:3](-[O&D1&v2&H1&0*&!R:5])~[*:6]~[O&D1&v2&H1&0*&!R:7].[c&D3&v4&H0&0*&R&z0:8]1:[c&D2&v4&H1&0*&R&z0:13]:[c&D2&v4&H1&0*&R&z0:12]:[c&D2&v4&H1&0*&R&z1:11]:[n&D3&v4&H0&+&R:10]:[c&D2&v4&H1&0*&R&z1:9]:1,[890],[1]
309,[C&D3&v4&H1&0*&R&z2:1](-[O&D2&v2&H0&0*&!R:2]-[P&D4&v5&H0&0*&!R:3]-[O&D1&v2&H1&0*&!R:4])~[*:5]~[O&D1&v2&H1&0*&!R:6].[O&D0&v2&H2&0*&!R:7]>>[C&D3&v4&H1&0*&R&z2:1](-[O&D1&v2&H1&0*&!R:7])~[*:5]~[O&D1&v2&H1&0*&!R:6].[P&D4&v5&H0&0*&!R:3](-[O&D1&v2&H1&0*&!R:2])-[O&D1&v2&H1&0*&!R:4],[904],[1]
310,[O&D0&v2&H2&0*&!R:1].[P&D4&v5&H0&0*&!R:2](-[O&D1&v2&H1&0*&!R:3])(-[O&D1&v2&H1&0*&!R:4])-[O&D2&v2&H0&0*&!R:5]-[P&D4&v5&H0&0*&!R:6](=[O&D1&v2&H0&0*&!R:7])-[O&D1&v2&H1&0*&!R:8]>>[O&D1&v2&H0&0*&!R:7]=[P&D4&v5&H0&0*&!R:6](-[O&D1&v2&H1&0*&!R:5])-[O&D1&v2&H1&0*&!R:8].[P&D4&v5&H0&0*&!R:2](-[O&D1&v2&H1&0*&!R:1])(-[O&D1&v2&H1&0*&!R:3])-[O&D1&v2&H1&0*&!R:4],[916],[1]
311,[*:1](~[N&D1&v3&H2&0*&!R:2])~[C&D3&v4&H0&0*&!R&z3:3](=[O&D1&v2&H0&0*&!R:4])-[N&D2&v3&H1&0*&!R:5].[O&D0&v2&H2&0*&!R:6]>>[*:1](~[N&D1&v3&H2&0*&!R:2])~[C&D3&v4&H0&0*&!R&z3:3](=[O&D1&v2&H0&0*&!R:4])-[O&D1&v2&H1&0*&!R:6].[N&D1&v3&H2&0*&!R:5],[917],[1]
312,[C&D2&v4&H0&0*&!R&z1:1]-[C&D3&v4&H1&0*&!R&z1:2]-[O&D1&v2&H1&0*&!R:3]>>[C&D1&v4&H1&0*&!R&z1:1].[O&D1&v2&H0&0*&!R:3]=[C&D2&v4&H1&0*&!R&z1:2],[941],[1]
313,[O&D0&v2&H2&0*&!R:1].[S&D4&v6&H0&0*&!R:2]-[N&D2&v3&H1&0*&!R:3]>>[N&D1&v3&H2&0*&!R:3].[S&D4&v6&H0&0*&!R:2]-[O&D1&v2&H1&0*&!R:1],[951],[1]
314,[C&D3&v4&H0&0*&!R&z0:1]=[C&D2&v4&H1&0*&!R&z0:2]-[C&D2&v4&H2&0*&!R&z1:3]-[O&D2&v2&H0&0*&!R:4]~[*:5](~[O&D1&v2&H1&0*&!R:6])~[*:7]~[*:8]~[O&D1&v2&H1&0*&!R:9].[O&D0&v2&H2&0*&!R:10]>>[*:5](~[O&D1&v2&H1&0*&!R:4])(~[O&D1&v2&H1&0*&!R:6])~[*:7]~[*:8]~[O&D1&v2&H1&0*&!R:9].[C&D1&v4&H2&0*&!R&z0:3]=[C&D2&v4&H1&0*&!R&z0:2]-[C&D4&v4&H0&0*&!R&z1:1]-[O&D1&v2&H1&0*&!R:10],"[954, 954]","[1, 2]"
315,[C&D2&v4&H2&0*&!R&z1:1]-[O&D2&v2&H0&0*&!R:2]~[*:3](~[O&D1&v2&H1&0*&!R:4])~[*:5]~[*:6]~[O&D1&v2&H1&0*&!R:7].[O&D0&v2&H2&0*&!R:8]>>[*:3](~[O&D1&v2&H1&0*&!R:2])(~[O&D1&v2&H1&0*&!R:4])~[*:5]~[*:6]~[O&D1&v2&H1&0*&!R:7].[C&D2&v4&H2&0*&!R&z1:1]-[O&D1&v2&H1&0*&!R:8],[955],[1]
316,[O&D1&v2&H0&0*&!R:1]=[C&D3&v4&H0&0*&!R&z2:2](-[O&D1&v2&H1&0*&!R:3])-[C&D3&v4&H1&0*&!R&z1:4](-[O&D1&v2&H1&0*&!R:5])-[C&D3&v4&H1&0*&!R&z1:6]-[O&D1&v2&H1&0*&!R:7]>>[O&D0&v2&H2&0*&!R:7].[O&D1&v2&H0&0*&!R:1]=[C&D3&v4&H0&0*&!R&z2:2](-[O&D1&v2&H1&0*&!R:3])-[C&D3&v4&H0&0*&!R&z1:4](=[O&D1&v2&H0&0*&!R:5])-[C&D2&v4&H2&0*&!R&z0:6],"[960, 963]","[1, 1]"
317,[O&D0&v2&H2&0*&!R:1].[O&D1&v2&H0&0*&!R:2]=[S&D3&v4&H0&0*&!R:3](-[O&D1&v2&H1&0*&!R:4])-[c&D3&v4&H0&0*&R&z1:5]>>[O&D1&v2&H0&0*&!R:2]=[S&D3&v4&H0&0*&!R:3](-[O&D1&v2&H1&0*&!R:1])-[O&D1&v2&H1&0*&!R:4].[c&D2&v4&H1&0*&R&z0:5],"[971, 971]","[1, 2]"
318,[C&D3&v4&H0&0*&!R&z2:1](=[O&D1&v2&H0&0*&!R:2])-[C&D2&v4&H2&0*&!R&z0:3]-[C&D3&v4&H1&0*&!R&z2:4]-[O&D1&v2&H1&0*&!R:5]>>[C&D2&v4&H1&0*&!R&z1:4]=[C&D2&v4&H1&0*&!R&z0:3]-[C&D3&v4&H0&0*&!R&z2:1]=[O&D1&v2&H0&0*&!R:2].[O&D0&v2&H2&0*&!R:5],[972],[1]
319,[C&D4&v4&H0&0*&R&z2:1](-[O&D1&v2&H1&0*&!R:2])(-[C&D2&v4&H1&0*&R&z0:3]=[C&D2&v4&H1&0*&R&z0:4])-[O&D2&v2&H0&0*&R:5]>>([C&D3&v4&H0&0*&!R&z1:1](=[O&D1&v2&H0&0*&!R:2])-[C&D2&v4&H1&0*&!R&z0:3]=[C&D2&v4&H1&0*&!R&z0:4].[O&D1&v2&H1&0*&!R:5]),[983],[1]
320,[O&D0&v2&H2&0*&!R:1].[O&D2&v2&H0&0*&!R:2]-[P&D4&v5&H0&0*&!R:3]-[O&D2&v2&H0&0*&!R:4]-[P&D4&v5&H0&0*&!R:5]>>[O&D2&v2&H0&0*&!R:2]-[P&D4&v5&H0&0*&!R:3]-[O&D1&v2&H1&0*&!R:1].[P&D4&v5&H0&0*&!R:5]-[O&D1&v2&H1&0*&!R:4],[988],[1]
321,[C&D3&v4&H0&0*&!R&z2:1](-[O&D1&v2&H1&0*&!R:2])-[c&D3&v4&H0&0*&R&z0:3]:[c&D3&v4&H0&0*&R&z1:4]-[O&D1&v2&H1&0*&!R:5]>>[O&D1&v2&H0&0*&!R:2]=[C&D2&v4&H0&0*&!R&z2:1].[O&D1&v2&H1&0*&!R:5]-[c&D3&v4&H0&0*&R&z1:4]:[c&D2&v4&H1&0*&R&z0:3],[992],[1]
322,[C&D2&v4&H2&0*&!R&z1:1]-[O&D2&v2&H0&0*&!R:2]-[P&D4&v5&H0&0*&!R:3](=[O&D1&v2&H0&0*&!R:4])(-[O&D1&v2&H1&0*&!R:5])~[*:6]~[*:7](~[O&D1&v2&H1&0*&!R:8])~[*:9]~[*:10]~[O&D1&v2&H1&0*&!R:11].[O&D0&v2&H2&0*&!R:12]>>[C&D2&v4&H2&0*&!R&z1:1]-[O&D1&v2&H1&0*&!R:12].[O&D1&v2&H0&0*&!R:4]=[P&D4&v5&H0&0*&!R:3](-[O&D1&v2&H1&0*&!R:2])(-[O&D1&v2&H1&0*&!R:5])~[*:6]~[*:7](~[O&D1&v2&H1&0*&!R:8])~[*:9]~[*:10]~[O&D1&v2&H1&0*&!R:11],[994],[1]
323,[C&D1&v4&H3&0*&!R&z1:1]-[O&D1&v2&H1&0*&!R:2].[O&D1&v2&H0&0*&!R:3]~[*:4]~[*:5]:[n&D2&v3&H0&0*&R:6]:[c&D3&v4&H0&0*&R&z1:7]1:[c&D3&v4&H0&0*&R&z0:8]-[c&D3&v4&H0&0*&R&z1:9]:[c&D3&v4&H0&0*&R&z0:10]-[C&D3&v4&H0&0*&R&z1:11](-[C&D3&v4&H0&0*&R&z1:12]-1=[O&D1&v2&H0&0*&!R:13])=[O&D1&v2&H0&0*&!R:14]>>[C&D1&v4&H2&0*&!R&z1:1]=[O&D1&v2&H0&0*&!R:2].[O&D1&v2&H0&0*&!R:3]~[*:4]~[*:5]:[n&D2&v3&H0&0*&R:6]:[c&D3&v4&H0&0*&R&z1:7]1:[c&D3&v4&H0&0*&R&z0:8]:[c&D3&v4&H0&0*&R&z1:9]:[c&D3&v4&H0&0*&R&z0:10]:[c&D3&v4&H0&0*&R&z1:11](:[c&D3&v4&H0&0*&R&z1:12]:1-[O&D1&v2&H1&0*&!R:13])-[O&D1&v2&H1&0*&!R:14],"[997, 997, 997]","[1, 2, 3]"
324,[*:1](~[*:2]~[*:3]~[*:4]~[*:5]~[*:6]~[*:7]~[*:8]~[*:9]~[*:10]~[O&D1&v2&H1&0*&!R:11])~[C&D3&v4&H1&0*&R&z2:12]-[O&D1&v2&H1&0*&!R:13].[P&D4&v5&H0&0*&!R:14](=[O&D1&v2&H0&0*&!R:15])-[O&D2&v2&H0&0*&!R:16]-[S&D4&v6&H0&0*&!R:17]>>[*:1](~[*:2]~[*:3]~[*:4]~[*:5]~[*:6]~[*:7]~[*:8]~[*:9]~[*:10]~[O&D1&v2&H1&0*&!R:11])~[C&D3&v4&H1&0*&R&z2:12]-[O&D2&v2&H0&0*&!R:16]-[S&D4&v6&H0&0*&!R:17].[P&D4&v5&H0&0*&!R:14](=[O&D1&v2&H0&0*&!R:15])-[O&D1&v2&H1&0*&!R:13],[999],[1]
325,[N&D1&v3&H2&0*&!R:1]~[*:2]~[C&D3&v4&H0&0*&!R&z3:3](=[O&D1&v2&H0&0*&!R:4])-[N&D3&v3&H0&0*&R:5].[O&D0&v2&H2&0*&!R:6]>>[N&D1&v3&H2&0*&!R:1]~[*:2]~[C&D3&v4&H0&0*&!R&z3:3](=[O&D1&v2&H0&0*&!R:4])-[O&D1&v2&H1&0*&!R:6].[N&D2&v3&H1&0*&R:5],[1001],[1]
326,[N&D1&v3&H2&0*&!R:1]-[C&D3&v4&H1&0*&!R&z1:2]-[C&D2&v4&H2&0*&!R&z0:3]-[C&D3&v4&H0&0*&!R&z2:4]=[O&D1&v2&H0&0*&!R:5]>>[N&D0&v3&H3&0*&!R:1].[O&D1&v2&H0&0*&!R:5]=[C&D3&v4&H0&0*&!R&z2:4]-[C&D2&v4&H1&0*&!R&z0:3]=[C&D2&v4&H1&0*&!R&z0:2],[1003],[1]
327,[C&D2&v4&H2&0*&!R&z1:1]-[O&D2&v2&H0&0*&!R:2]~[*:3](~[O&D1&v2&H1&0*&!R:4])~[O&D1&v2&H1&0*&!R:5].[P&D4&v5&H0&0*&!R:6](-[O&D1&v2&H1&0*&!R:7])-[O&D2&v2&H0&0*&!R:8]~[*:9](~[O&D1&v2&H1&0*&!R:10])~[O&D2&v2&H0&0*&!R:11]-[P&D4&v5&H0&0*&!R:12](-[O&D1&v2&H1&0*&!R:13])-[O&D1&v2&H1&0*&!R:14]>>[C&D2&v4&H2&0*&!R&z1:1]-[O&D2&v2&H0&0*&!R:8]~[*:9](~[O&D1&v2&H1&0*&!R:10])~[O&D2&v2&H0&0*&!R:11]-[P&D4&v5&H0&0*&!R:12](-[O&D1&v2&H1&0*&!R:13])-[O&D1&v2&H1&0*&!R:14].[P&D4&v5&H0&0*&!R:6](-[O&D1&v2&H1&0*&!R:7])-[O&D2&v2&H0&0*&!R:2]~[*:3](~[O&D1&v2&H1&0*&!R:4])~[O&D1&v2&H1&0*&!R:5],[1004],[1]
